,﻿OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName,Phone,Email,Website,Fax,northing,easting
792,61530,RHQPH,Hospital,UNKNOWN,Independent Sector,Visible,True,Sheffield Teaching Hospitals,Royal Hallamshire Hospital,Glossop Rd,,Sheffield,South Yorkshire,S10 2JF,53.37835693,-1.493316293,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,0114 271 1900,,,,386982.6875,433702.3438
204,40002,RA773,Hospital,Hospital,NHS Sector,Visible,True,South Bristol Community Hospital,South Bristol NHS Community Hospital,Hengrove Promenade,,Bristol,,BS14 0DB,51.41099548,-2.584929228,RA7,University Hospitals Bristol NHS Foundation Trust,0117 923 0000,,http://www.uhbristol.nhs.uk/patients-and-visitors/your-hospitals/south-bristol-community-hospital/,,168214.25,359323.4688
959,78102,RBN56,Hospital,UNKNOWN,Independent Sector,Visible,False,Walton Hospital Rice Lane,Rice Lane,,,Liverpool,Merseyside,L9 1NL,53.45125198,-2.961734772,RBN,St Helens and Knowsley Hospitals NHS Trust,,,,,395402.5,336139.5938
898,72503,RTFCW,Hospital,UNKNOWN,Independent Sector,Visible,False,Cw Private Hospital,Wansbeck General Hospital,Woodhorn Lane,,Ashington,Northumberland,NE63 9JJ,55.18431091,-1.546586394,RTF,Northumbria Healthcare NHS Foundation Trust,,,,,587879.8125,428868.1875
614,43034,RXC03,Hospital,Hospital,NHS Sector,Visible,True,Bexhill Hospital,,Holliers Hill,,Bexhill-on-Sea,Sussex,TN40 2DZ,50.85070419,0.475511163,RXC,East Sussex Healthcare NHS Trust,01424 755255,,http://www.esht.nhs.uk/bexhill,,108669.2344,574234.8125
933,75333,R1EE3,Hospital,Hospital,Independent Sector,Visible,True,Leek Moorlands Hospital,Ashbourne Road,,,Leek,Staffordshire,ST13 5BQ,53.10279083,-2.009697914,RRE,Midlands Partnership NHS Foundation Trust,0300 123 1894,,http://www.staffordshireandstokeontrent.nhs.uk/Services/leek-moorlands-hospital.htm,,356210.125,399350.7813
375,41042,RJZ01,Hospital,Hospital,NHS Sector,Visible,True,King's College Hospital,,Denmark Hill,,London,,SE5 9RS,51.46807861,-0.093901388,RJZ,King's College Hospital NHS Foundation Trust,020 3299 9000,kch-tr.pals@nhs.net,http://www.kch.nhs.uk,,176122.5781,532381.8125
46,18391,NT309,Hospital,Hospital,Independent Sector,Visible,True,Spire Sussex Hospital,,The Ridge,,St. Leonards-on-Sea,,TN37 7PT,50.8876915,0.561962903,NT3,Spire Healthcare,01424 757400,cservice-sx@spirehealthcare.com,https://www.spirehealthcare.com/spire-sussex-hospital/,01424 757 424,112988.625,580176.0625
813,62173,NVM02,Hospital,Hospital,NHS Sector,Visible,True,Epsom Day Surgery Limited,Alexandra Road,,,Epsom,Surrey,KT17 4BL,51.33446121,-0.255309433,NVM,Epsomedical Group,01932 588400,enquires@epsomedical.co.uk,http://www.epsomedical.co.uk/,,160986.1563,521526.2188
976,462558,NMJ08,Hospital,Hospital,Independent Sector,Visible,True,Cygnet Hospital Ealing,,22 Corfton Road,,Ealing,,W5 2HT,51.52116776,-0.297120094,NMJ,Cygnet Health Care Limited,020 8991 6699,emmanuelonukwube@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-hospital-ealing/,020 8991 0440,181677.8906,518131.5313
240,40208,RBZ12,Hospital,Hospital,NHS Sector,Visible,True,North Devon District Hospital,Raleigh Park,,,Barnstaple,Devon,EX31 4JB,51.09217453,-4.0504179,RBZ,Northern Devon Healthcare NHS Trust,01271 322577,ndht.contactus@nhs.net,http://www.northdevonhealth.nhs.uk,01271 311541,134598.8438,256428.4688
1093,3775074,RPGHP,Hospital,UNKNOWN,Independent Sector,Visible,True,Eltham Community Hospital,30 Passey Place,,,London,,SE9 5DQ,51.44994736,0.053728048,RPG,Oxleas NHS Foundation Trust,020 3049 0400,,,,174383.875,542690.5
674,43655,RY312,Hospital,Hospital,NHS Sector,Visible,True,Norwich Community Hospital,,Bowthorpe Road,,Norwich,,NR2 3TU,52.63407516,1.26247859,RY3,Norfolk Community Health and Care NHS Trust,01603 776776,,http://www.norfolkcommunityhealthandcare.nhs.uk,,309072.2188,620740.125
721,44186,TAJ07,Hospital,Hospital,NHS Sector,Visible,True,Edward Street Hospital,Edward Street,Edward Street,,West Bromwich,,B70 8NL,52.51922607,-1.998733521,TAJ,Black Country Partnership NHS Foundation Trust,0845 1461800,,http://www.bcpft.nhs.uk,0121 6128090,291301.0625,400085.9375
876,69837,RXPDC,Hospital,UNKNOWN,Independent Sector,Visible,False,Durham Community Hospital,Dryburn Road,,,Durham,County Durham,DH1 5AJ,54.79074097,-1.592396736,RXP,County Durham and Darlington NHS Foundation Trust,,,,,544070.125,426206.6875
289,40445,RDYFE,Hospital,Hospital,NHS Sector,Visible,True,Victoria Hospital,Victoria Hospital,Victoria Road,,Wimborne,Dorset,BH21 1ER,50.80220032,-1.995904088,RDY,Dorset Healthcare University NHS Foundation Trust,01202 856410,,http://www.dorsethealthcare.nhs.uk,01202 849516,100356.25,400288.5938
318,40768,RH5F1,Hospital,Hospital,NHS Sector,Visible,True,Wellington Community Hospital,,Bulford,,Wellington,Somerset,TA21 8QQ,50.97667694,-3.227399349,RH5,Somerset Partnership NHS Foundation Trust,01823 662663,,http://www.sompar.nhs.uk/our_services/adult_services/hospitals/wellington_hospital,,120473.6719,313840.3438
220,40083,RALRA,Hospital,Hospital,NHS Sector,Visible,True,Edgware Community Hospital,Burnt Oak Broadway,,,Edgware,Middlesex,HA8 0AD,51.6064949,-0.271227777,RAL,Royal Free London NHS Foundation Trust,020 8952 2381,,http://www.royalfree.nhs.uk,020 8732 6807,191207.8281,519703.3125
157,18834,NVC09,Hospital,Hospital,Independent Sector,Visible,True,New Hall Hospital,Bodenham,,,Salisbury,Wiltshire,SP5 4EY,51.03070831,-1.763829231,NVC,Ramsay Healthcare UK Operations Limited,01722 422 333,newhall.enquiries@ramsayhealth.co.uk,http://www.new-hallhospital.co.uk,01722 435158,125791.1719,416559.4688
644,43212,RXQ62,Hospital,Hospital,NHS Sector,Visible,True,Thame Community Hospital,,East Street,,Thame,,OX9 3JT,51.74531555,-0.969993711,RXQ,Buckinghamshire Healthcare NHS Trust,01844 212727,,http://www.buckshealthcare.nhs.uk,,205731.9844,471103.3438
413,41260,RN506,Hospital,Hospital,NHS Sector,Visible,True,Basingstoke and North Hampshire Hospital,,Aldermaston Road,,Basingstoke,Hampshire,RG24 9NA,51.28063583,-1.109903693,RN5,Hampshire Hospitals NHS Foundation Trust,01256 473 202,customercare@hhft.nhs.uk,http://www.hampshirehospitals.nhs.uk,01256 313098,153932.0625,462073.6875
1056,2704214,AHN02,Hospital,Hospital,NHS Sector,Visible,False,Jigsaw Independent Hospital,134 Palatine Road,Didsbury,,Manchester,Greater Manchester,M20 3ZA,53.42396545,-2.238912106,AHN,Equilibrium Healthcare,,,,,391963.125,384125.5625
790,61470,RJC56,Hospital,UNKNOWN,Independent Sector,Visible,False,Bramcote Hospital,Lutterworth Road,Bramcote,,Nuneaton,Warwickshire,CV11 6QL,52.5,-1.415539622,RJC,South Warwickshire NHS Foundation Trust,,,,,289323.2188,439670.9688
915,73660,RW1Q2,Hospital,Hospital,Independent Sector,Visible,False,Fenwick Hospital,Pikes Hill,,,Lyndhurst,Hampshire,SO43 7NG,50.87918091,-1.583808064,RW1,Southern Health NHS Foundation Trust,,,,,108998.2969,429276.9375
706,43888,RYW23,Hospital,Hospital,NHS Sector,Visible,True,Moseley Hall Hospital,,Alcester Road,,Birmingham,,B13 8JL,52.44592667,-1.892876983,RYW,Birmingham Community Healthcare NHS Foundation Trust,0121 466 6000,,http://www.bhamcommunity.nhs.uk,,283153.9375,407280.0625
690,43683,RY8RH,Hospital,Hospital,NHS Sector,Visible,True,Ilkeston Community Hospital,,Heanor Road,,Ilkeston,Derbyshire,DE7 8LN,52.98809433,-1.320802927,RY8,Derbyshire Community Health Services NHS Foundation Trust,0115 9305522,dchst.patientexperienceteam@nhs.net,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/ilkeston/,,343667.8125,445589.0313
1119,5176076,RXAF4,Hospital,Mental Health Hospital,NHS Sector,Visible,True,Springview ,Springview,Clatterbridge Health Park,,Wirral,Cheshire,CH63 4JY,53.33288956,-3.024122,RXA,Cheshire and Wirral Partnership NHS Foundation Trust,0151 4827636,,http://www.cwp.nhs.uk/locations/1112-springview-hospital-clatterbridge-health-park-wirral,,382294.2188,331808.1875
364,40975,RJC02,Hospital,Hospital,NHS Sector,Visible,True,Warwick Hospital,Warwick Hospital,Lakin Road,,Warwick,Warwickshire,CV34 5BW,52.28995132,-1.583200693,RJC,South Warwickshire NHS Foundation Trust,01926 495321,,http://www.swft.nhs.uk,01926 482603,265882.7188,428425.4688
826,63570,RV929,Hospital,Hospital,NHS Sector,Visible,True,Granville Court,,4 Granville Court,,Hornsea,,HU18 1NQ,53.91744614,-0.164347708,RV9,Humber NHS Foundation Trust,01964 561322,hnf-tr.contactus@nhs.net,http://www.humber.nhs.uk,,448394.4375,520546.1875
99,18454,NT432,Hospital,Hospital,Independent Sector,Visible,True,BMI The Sandringham Hospital,,Gayton Road,,King's Lynn,Norfolk,PE30 4HJ,52.75782013,0.447176158,NT4,BMI Healthcare,01553 769770,sandringham@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-sandringham-hospital,01553 767573,320646.6563,565119.0625
441,41494,RPGAE,Hospital,Hospital,NHS Sector,Visible,True,Oxleas House,Queen Elizabeth Hospital,Stadium Road,,London,,SE18 4QH,51.47819138,0.050057109,RPG,Oxleas NHS Foundation Trust,0203 953 6340,,http://www.oxleas.nhs.uk,,177517.0938,542347.5625
468,41616,RR814,Hospital,Hospital,NHS Sector,Visible,True,Seacroft Hospital,York Road,,,Leeds,West Yorkshire,LS14 6UH,53.80659103,-1.470889211,RR8,Leeds Teaching Hospitals NHS Trust,(0113) 2648164,,http://www.leedsth.nhs.uk,,434631.0,434840.0313
1178,8329604,RWG14,Hospital,UNKNOWN,Independent Sector,Visible,False,West Hertfordshire Hospitals Therapy Unit,Jacketts Field,,,Abbots Langley,Hertfordshire,WD5 0PA,51.70483017,-0.408574492,RWG,West Hertfordshire Hospitals NHS Trust,,,,,201926.3906,509955.5
848,66507,TAF21,Hospital,UNKNOWN,Independent Sector,Visible,False,Camden Mews Day Hospital,1-5 Camden Mews,,,London,Greater London,NW1 9DB,51.54411697,-0.134697571,TAF,Camden and Islington NHS Foundation Trust,,,,,184504.3594,529333.125
163,18841,NVC16,Hospital,Hospital,Independent Sector,Visible,True,Renacres Hospital,Renacres Lane,Halsall,,Ormskirk,Lancashire,L39 8SE,53.60013199,-2.950682878,NVC,Ramsay Healthcare UK Operations Limited,01704 841133,renacres.enquiries@ramsayhealth.co.uk,http://www.renacreshospital.co.uk,01704 842030 ,411953.6875,337094.4063
403,41224,RMY01,Hospital,Hospital,NHS Sector,Visible,True,Wellbeing Norfolk & Waveney,,Drayton High Road,,Norwich,Norfolk,NR6 5BE,52.65953064,1.250886321,RMY,Norfolk and Suffolk NHS Foundation Trust,01603 421421,,,,311866.8438,619828.25
491,41871,RTD10,Hospital,Hospital,NHS Sector,Visible,True,Great North Childrens Hospital,Queen Victoria Road,New Victoria Wing,Royal Victoria Infirmary,Newcastle Upon Tyne,,NE1 4LP,54.98021698,-1.618839502,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,0191 233 6161,,http://www.gnch.nhs.uk,,565142.8125,424391.8438
1127,5480313,RJ8A3,Hospital,UNKNOWN,Independent Sector,Visible,True,Liskeard Community Hospital - Cornwall Partnership NHS Foundation Trust,Clemo Road,,,Liskeard,Cornwall,PL14 3XD,50.46159363,-4.450968266,RJ8,Cornwall Partnership NHS Foundation Trust,01579 373500,,http://www.cornwallft.nhs.uk/hospitals/liskeard/,,65355.07813,226060.4688
476,41804,RRV03,Hospital,Hospital,NHS Sector,Visible,True,University College Hospital,University College Hospital,235 Euston Road,,London,,NW1 2BU,51.5248909,-0.136896163,RRV,University College London Hospitals NHS Foundation Trust,020 3456 7890,,http://www.uclh.nhs.uk,,182362.7188,529235.125
161,18839,NVC14,Hospital,Hospital,Independent Sector,Visible,True,Park Hill Hospital,Thorne Road,,,Doncaster,South Yorkshire,DN2 5TH,53.53036499,-1.111603141,NVC,Ramsay Healthcare UK Operations Limited,01302 730300 ,parkhill.enquiries@ramsayhealth.co.uk,http://www.parkhillhospital.co.uk,01302 322499,404139.6563,458881.125
16,18356,NT209,Hospital,Hospital,Independent Sector,Visible,True,"Nuffield Health, Cambridge Hospital",Nuffield Health Cambridge Hospital,4 Trumpington Road,,Cambridge,Cambridgeshire,CB2 8AF,52.19035339,0.123558596,NT2,Nuffield Health,0800 015 5020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/cambridgehospital,,256849.3125,545142.125
612,43032,RXC01,Hospital,Hospital,NHS Sector,Visible,True,Conquest Hospital,The Ridge,,,St. Leonards-on-Sea,East Sussex,TN37 7RD,50.88516617,0.567284167,RXC,East Sussex Healthcare NHS Trust,01424 755255,,http://www.esht.nhs.uk/conquest,,112720.8906,580560.0
625,43076,RXH07,Hospital,Hospital,NHS Sector,Visible,True,Sussex Eye Hospital,Eastern Road,,,Brighton,East Sussex,BN2 5BF,50.81879425,-0.117621705,RXH,Brighton and Sussex University Hospitals NHS Trust,01273 696955,,http://www.bsuh.nhs.uk,,103889.8125,532582.0625
1009,1095944,R1J06,Hospital,Hospital,NHS Sector,Visible,True,Cirencester Hospital,,Tetbury Road,,Cirencester,,GL7 1UY,51.71238708,-1.975448966,R1J,Gloucestershire Care Services NHS Trust,0300 421 6200,,http://www.glos-care.nhs.uk,,201568.4531,401696.0625
539,42348,RVR06,Hospital,Hospital,NHS Sector,Visible,True,Sutton Hospital,Cotswold Road,,,Sutton,Surrey,SM2 5NF,51.34545517,-0.191079825,RVR,Epsom and St Helier University Hospitals NHS Trust,020 8296 2000,tr.pals@nhs.net,http://www.epsom-sthelier.nhs.uk,020 8770 7051,162316.9063,525969.625
901,72595,RHANM,Hospital,Hospital,Independent Sector,Visible,True,Highbury Hospital,Highbury Road,,,Nottingham,Nottinghamshire,NG6 9DR,52.99304199,-1.191839933,RHA,Nottinghamshire Healthcare NHS Foundation Trust,0115 969 1300,,http://www.nottinghamshirehealthcare.nhs.uk/highbury,,344307.875,454238.9375
1184,8836829,DM801,Hospital,UNKNOWN,NHS Sector,Visible,True,Weymouth Street Hospital,42-46 Weymouth Street,,,London,Greater London,W1G 6NP,51.5202179,-0.150679529,DM8,Phoenix Hospital Group,020 7935 1200,,https://www.weymouthstreethospital.com/,,181818.8594,528292.25
432,41408,RP5MM,Hospital,Hospital,NHS Sector,Visible,True,Montagu Hospital,Adwick Road,,,Mexborough,,S64 0AZ,53.49981689,-1.284931421,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,01709 585171,,http://www.dbh.nhs.uk,01709 571689,400612.2188,447427.5625
331,40787,RH833,Hospital,Hospital,NHS Sector,Visible,True,Okehampton Community Hospital,Cavell Way,.,,Okehampton,Devon,EX20 1PN,50.74192047,-3.99718833,RH8,Royal Devon and Exeter NHS Foundation Trust,01837 658000,,,,95555.53906,259101.25
931,75250,RXP35,Hospital,Hospital,Independent Sector,Visible,True,New Richardson Hospital,Victoria Road,,,Barnard Castle,,DL12 8HT,54.54571152,-1.916138291,RXP,County Durham and Darlington NHS Foundation Trust,01833 696500,,,,516734.4688,405424.4375
1166,8127909,DJQ1L,Hospital,UNKNOWN,NHS Sector,Visible,False,Farnham Hospital & Centre For Health,Hale Road,,,Farnham,Surrey,GU9 9QL,51.22049332,-0.784627557,DJQ,Surrey Healthy Children And Families LLP,,,,,147569.8281,484867.8438
1041,1819863,RWELR,Hospital,Hospital,Independent Sector,Visible,True,Rutland Memorial Hospital - University Hospitals Of Leicester NHS Trust,Cold Overton Road,,,Oakham,Rutland,LE15 6NT,52.67080307,-0.737524748,RWE,University Hospitals Of Leicester NHS Trust,01572 722 552,,,,308907.9375,485358.1563
110,18467,NT446,Hospital,Hospital,Independent Sector,Visible,True,BMI Bury St Edmunds Hospital,,St. Marys Square,,Bury St. Edmunds,Suffolk,IP33 2AA,52.24007797,0.719400406,NT4,BMI Healthcare,01284 701 371,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-st-edmunds-hospital,01284 716 703,263738.375,585652.75
884,70616,RV942,Hospital,Hospital,NHS Sector,Visible,True,Mill View Court - Inpatient Unit,Castle Hill,Castle Road,,Cottingham,Yorkshire(East Riding),HU16 5JQ,53.7767334,-0.444969475,RV9,Humber NHS Foundation Trust,01482 344530,hnf-tr.contactus@nhs.net,http://www.humber.nhs.uk,,432301.4063,502462.5313
1075,3138301,RQWG1,Hospital,Hospital,NHS Sector,Visible,True,St Margaret's Hospital,,The Plain,Epping,Essex,,CM16 6TN,51.70429611,0.123944759,RQW,The Princess Alexandra Hospital NHS Trust,01992 561666,,,,202803.5,546746.875
972,462451,NMJ13,Hospital,Hospital,Independent Sector,Visible,True,Cygnet Lodge Lewisham,,44 Lewisham Park,Lewisham,London,,SE13 6QZ,51.45201874,-0.012847439,NMJ,Cygnet Health Care Limited,020 8314 5123,rebeccapye@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-lodge-lewisham/,020 8314 5271,174486.5781,538059.0625
718,43970,RYYDC,Hospital,Hospital,NHS Sector,Visible,True,Tonbridge Cottage Hospital,Tonbridge Cottage Hospital,Vauxhall Lane,,Tonbridge,Kent,TN11 0NE,51.17807007,0.273479372,RYY,Kent Community Health NHS Foundation Trust,01732 353653,,http://www.kentcht.nhs.uk,,144607.3281,558893.5625
919,73788,R1CG5,Hospital,UNKNOWN,Independent Sector,Visible,False,Milford War Memorial Hospital,Sea Road,,,Lymington,Hampshire,SO41 0PG,50.72243118,-1.589503765,R1C,Solent NHS Trust,,,,,91567.08594,428973.0625
418,41269,RNA02,Hospital,Hospital,NHS Sector,Visible,True,Guest Hospital,Tipton Road,,,Dudley,West Midlands,DY1 4SE,52.52050018,-2.072715282,RNA,The Dudley Group NHS Foundation Trust,01384 456111,communications@dgh.nhs.uk,http://www.dgh.nhs.uk,,291445.25,395066.625
448,41513,RQ614,Hospital,Hospital,NHS Sector,Visible,True,Royal Liverpool University Dental Hospital,Pembroke Place,,,Liverpool,Merseyside,L3 5PS,53.40892792,-2.967007399,RQ6,Royal Liverpool and Broadgreen University Hospitals NHS Trust,0151 706 2000,,http://www.rlbuht.nhs.uk,0151 706 5806,390699.2813,335725.6563
377,41054,RK5BL,Hospital,Hospital,NHS Sector,Visible,True,Mansfield Community Hospital,Stockwell Gate,,,Mansfield,Nottinghamshire,NG18 5QJ,53.14136124,-1.206266642,RK5,Sherwood Forest Hospitals NHS Foundation Trust,01623 622515,,http://www.sfh-tr.nhs.uk,01623 635537,360794.6563,453088.0
1095,3775539,NMJ20,Hospital,Hospital,NHS Sector,Visible,True,Cygnet Hospital Taunton,Orchard Portman,,,Taunton,Somerset,TA3 7BQ,50.98910904,-3.077581644,NMJ,Cygnet Health Care Limited,01823 336457,,https://www.cygnethealth.co.uk/locations/cygnet-hospital-taunton/,,121691.6328,324377.0
124,18624,NTN07,Hospital,Hospital,Independent Sector,Visible,True,Priory Hospital Chelmsford,Stump Lane,Springfield Green,,Chelmsford,Essex,CM1 7SJ,51.74317932,0.487775713,NTN,Priory Group Limited,01245 345 345,chelmsford@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-chelmsford,01245 346 177,207920.9688,571733.6875
987,864773,RCBCA,Hospital,Hospital,NHS Sector,Visible,True,Scarborough Hospital,,Woodlands Drive,,Scarborough,,YO12 6QL,54.28170776,-0.43473798,RCB,York Teaching Hospital NHS Foundation Trust,01723 368111,,http://www.york.nhs.uk,01723 342 581,488488.75,501894.375
1173,8228428,R0A08,Hospital,UNKNOWN,Independent Sector,Visible,True,Withington Community Hospital,Nell Lane,West Didsbury,,Manchester,Greater Manchester,M20 2LR,53.42520142,-2.245216846,R0A,Manchester University NHS Foundation Trust,01614345555,,https://mft.nhs.uk/withington/,,392102.0313,383707.125
774,60374,RA212,Hospital,Hospital,Independent Sector,Visible,True,Cranleigh Village Hospital,,6 High Street,Cranleigh,Surrey,,GU6 8AE,51.14061356,-0.487048179,RA2,Royal Surrey County NHS Foundation Trust,01483782400,,,,139073.7813,505829.25
348,40868,RHU03,Hospital,Hospital,NHS Sector,Visible,True,Queen Alexandra Hospital,Southwick Hill Road,Cosham,,Portsmouth,Hampshire,PO6 3LY,50.85029984,-1.069917679,RHU,Portsmouth Hospitals NHS Trust,023 9228 6000,,http://www.porthosp.nhs.uk,023 9286 6413,106116.5547,465466.4375
1207,10075656,NMJ0Y,Hospital,UNKNOWN,NHS Sector,Visible,False,Wast Hills Hospital,Wasthill Lane,Kings Norton,,Birmingham,West Midlands,B38 9ET,52.38463974,-1.944918394,NMJ,Cygnet Health Care Limited,,,,,276333.5625,403748.5313
26,18367,NT222,Hospital,Hospital,Independent Sector,Visible,True,"Nuffield Health, Ipswich Hospital",,Foxhall Road,,Ipswich,Suffolk,IP4 5SW,52.04751968,1.228945851,NT2,Nuffield Health,0800 015 5020,chooseandbook@nuffieldhealth.com,http://www.nuffieldhealth.com/ipswichhospital,0845 280 3251,243759.7656,621384.3125
345,40863,RHQRT,Hospital,Hospital,NHS Sector,Visible,True,Rotherham District General Hospital,Moorgate Road,,,Rotherham,South Yorkshire,S60 2UD,53.41397476,-1.342865467,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,01709 820 000,,,,391026.2813,443673.0938
39,18380,NT244,Hospital,Hospital,Independent Sector,Visible,True,"Nuffield Health, The Manor Hospital, Oxford",,Beech Road,Headington,Oxford,Oxfordshire,OX3 7RP,51.76044464,-1.215518713,NT2,Nuffield Health,0800 015 5020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/themanorhospitaloxford,0845 280 3251,207203.6563,454136.4688
408,41235,RMYWA,Hospital,Hospital,NHS Sector,Visible,True,"The Fermoy Unit, Kings Lynn",Queen Elizabeth Hospital,"QE Hospital, Gayton Road",,,King's Lynn,PE30 4ET,52.75660706,0.446693152,RMY,Norfolk and Suffolk NHS Foundation Trust,,,,,320510.6563,565091.0625
818,62537,RQ603,Hospital,UNKNOWN,Independent Sector,Visible,False,Abbey Hospitals,Park Road,Waterloo,,Liverpool,Merseyside,L22 3XE,53.47484589,-3.020757675,RQ6,Royal Liverpool and Broadgreen University Hospitals NHS Trust,,,,,398081.4375,332258.0938
1100,4209597,RY424,Hospital,Hospital,NHS Sector,Visible,True,Cheshunt Community Hospital,,"King Arthur Court, Waltham Cross, Hertfordshire",,,,EN8 8XN,51.69922638,-0.03320666,RY4,Hertfordshire Community NHS Trust,,,,,201935.4688,535905.25
9,18305,NQM01,Hospital,Hospital,Independent Sector,Visible,True,Orthopaedics and Spine Specialist Hospital,1 Stirling Way,Bretton,,Peterborough,Cambridgeshire,PE3 8YA,52.60494232,-0.283021808,NQM,Orthopaedics and Spine Specialist Hospital,01733 333156,info@orthospine.co.uk,,01733 373050,302218.875,516260.2813
484,41824,RRVRN,Hospital,Hospital,NHS Sector,Visible,True,"Royal National Throat, Nose and Ear Hospital",,330 Grays Inn Road,,London,,WC1X 8DA,51.52920151,-0.119174503,RRV,University College London Hospitals NHS Foundation Trust,020 3456 7890,,http://www.uclh.nhs.uk/OurServices/OurHospitals/RNTNE/Pages/Home.aspx,,182873.4688,530452.0
685,43678,RY8DG,Hospital,Hospital,NHS Sector,Visible,True,Ripley Hospital,,Sandham Lane,,Ripley,Derbyshire,DE5 3HE,53.04698563,-1.412392139,RY8,Derbyshire Community Health Services NHS Foundation Trust,01773 743456,dchst.patientexperienceteam@nhs.net,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/ripleyhospital/,,350164.0625,439387.7813
207,40051,RA956,Hospital,Hospital,NHS Sector,Visible,True,Dawlish Hospital - Torbay and South Devon NHS Foundation Trust,Barton Terrace,,,Dawlish,Devon,EX7 9DH,50.58058929,-3.474774122,RA9,Torbay and South Devon NHS Foundation Trust,01626 868 500,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/dawlish-community-hospital/,,76753.78125,295597.75
824,63219,RTH45,Hospital,UNKNOWN,Independent Sector,Visible,False,Faringdon Day Hospital,Oakwood House,Cedar Road,,Faringdon,Oxfordshire,SN7 8DS,51.65654373,-1.588295698,RTH,Oxford University Hospitals NHS Foundation Trust,,,,,195438.2344,428476.7188
862,68578,RWP14,Hospital,UNKNOWN,Independent Sector,Visible,False,Pershore Community Hospital,Queen Elizabeth House,Queen Elizabeth Drive,,Pershore,Worcestershire,WR10 1PS,52.11405563,-2.077760696,RWP,Worcestershire Acute Hospitals NHS Trust,,,,,246241.1875,394675.7813
414,41261,RN541,Hospital,Hospital,NHS Sector,Visible,True,Royal Hampshire County Hospital,,Romsey Road,,Winchester,Hampshire,SO22 5DG,51.06171036,-1.329156041,RN5,Hampshire Hospitals NHS Foundation Trust,01962863535,enquiries@hhft.nhs.uk,http://www.hampshirehospitals.nhs.uk,,129425.9609,447005.6563
796,61908,RNNBD,Hospital,Hospital,Independent Sector,Visible,True,Keswick Mary Hewetson Hospital,Mary Hewetson Cottage Hospital,Crosthwaite Road,,Keswick,Cumbria,CA12 5PH,54.60670471,-3.139808655,RNN,Cumbria Partnership NHS Foundation Trust,,,,,524114.3438,326385.375
935,75335,R1EE5,Hospital,Hospital,Independent Sector,Visible,True,Bradwell Hospital,Talke Road,Chesterton,,Newcastle,Staffordshire,ST5 7NJ,53.0394783,-2.238672972,RRE,Midlands Partnership NHS Foundation Trust,0300 123 0905,customerservice@ssotp.nhs.uk,http://www.staffordshireandstokeontrent.nhs.uk,,349194.25,383998.75
888,70939,RVRA7,Hospital,UNKNOWN,Independent Sector,Visible,False,The Old Cottage Hospital,Alexandra Road,,,Epsom,Surrey,KT17 4BL,51.33446121,-0.255309433,RVR,Epsom and St Helier University Hospitals NHS Trust,,,,,160986.1563,521526.2188
295,40471,REF02,Hospital,Hospital,NHS Sector,Visible,True,St Michael's Hospital,Trelissick Road,,,Hayle,Cornwall,TR27 4JA,50.1803627,-5.42441082,REF,Royal Cornwall Hospitals NHS Trust,01736 758854,rcht.patientexperience@nhs.net,http://www.royalcornwall.nhs.uk,01736 753344,36831.33984,155551.3594
72,18420,NT351,Hospital,Hospital,Independent Sector,Visible,True,Spire Hull and East Riding Hospital,Lowfield Road,Anlaby,,Hull,,HU10 7AZ,53.739254,-0.435012013,NT3,Spire Healthcare,01482 659471 ,spire.hull@nhs.net,https://www.spirehealthcare.com/spire-hull-and-east-riding-hospital/,01482 654033 ,428146.8438,503210.4375
941,75804,RJ805,Hospital,UNKNOWN,Independent Sector,Visible,True,Helston Hospital - Cornwall Partnership NHS Foundation Trust,Meneage Road,,,Helston,Cornwall,TR13 8DR,50.09195709,-5.264919281,RJ8,Cornwall Partnership NHS Foundation Trust,01326 430200,,http://www.cornwallft.nhs.uk/hospitals/helston/,,26494.50586,166504.0156
791,61506,RJ129,Hospital,UNKNOWN,Independent Sector,Visible,False,Dulwich Community Hospital,East Dulwich Grove,,,London,Greater London,SE22 8PT,51.4590683,-0.081234887,RJ1,Guy's and St Thomas' NHS Foundation Trust,,,,,175143.7188,533287.6875
